ms,ms_name_en,cci,programme_title_short,status,version,last_adoption_date_ecms,priority_code,priority_name,policy_objective_short_name,policy_objective_code,policy_objective_name,specific_objective_short_name,specific_objective_code,specific_objective_name,dimension_type,category_title_short,category_code,category_name,fund,category_of_region,cofinancing_rate,eu_amount,total_amount,climate_weighting,eu_climate_amount,total_climate_amount,environmental_weighting,eu_environmental_amount,total_environmental_amount,biodiversity_weighting,eu_biodiversity_amount,total_biodiversity_amount,gender_weighting,eu_gender_amount,total_gender_amount,clean_air_weighting,eu_clean_air_amount,total_clean_air_amount,digital_weighting,eu_amount_digital,total_amount_digital,sustainable_urban_development,territorial_tool,territory_type,un_sdg_tracking,jtf_themes,priority_type_code,priority_type_description
FR,France,2021FR16RFPR001,Saint Martin ERDF,Adopted by EC,1.2,2023-03-22,3,Assurer la montee en gamme et le developpement d'infrastructures de transport competitif,PO3 Connected Europe,3,Connected Europe,RSO3.2 Sustainable transport,RSO3.2,Sustainable transport,Form of Support,01 grant,01,Grant,ERDF,Outermost or northern sparsely populated,0.6499969618,7278252.0,11197363.11,,,,,,,,,,,,,,,,,,,,,,,,,
FR,France,2021FR16RFPR001,Saint Martin ERDF,Adopted by EC,1.2,2023-03-22,4,Doter le territoire d'infrastructures modernes pour une societe inclusive,PO4 Social Europe,4,Social Europe,RSO4.3 Integration of marginalised communities,RSO4.3,Integration of marginalised communities,Gender Equality,03 Gender neutral,03,Gender neutral,ERDF,Less developed,0.6500000714,1900000.0,2923076.6,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
SE,Sweden,2021SE16RFPR006,North-Central Sweden -  ERDF,Adopted by EC,1.2,2022-07-11,2,Ett gronare Norra Mellansverige,PO2 Greener Europe,2,Greener Europe,RSO2.3 Smart energy systems,RSO2.3,Smart energy systems,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,ERDF,Transition,0.5,7824945.0,15649890.0,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
FR,France,2021FR16RFPR001,Saint Martin ERDF,Adopted by EC,1.2,2023-03-22,1,"Developper une economie regionale innovante et competitive par la creation d'un environnement propice au developpement de la recherche sur la biodiversite caribeenne, la consolidation du tissu entrepreneurial local et le soutien a l'innovation sur le territoire",PO1 Smarter Europe,1,Smarter Europe,RSO1.1 Enhancing research and innovation,RSO1.1,Enhancing research and innovation,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,ERDF,Less developed,0.6500000524,1680010.0,2584630.56,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
PL,Poland,2021PL05SFPR001,Social Development - PL - ESF+,Adopted by EC,1.2,2022-12-13,IV,Spojnosc spoleczna i zdrowie,PO4 Social Europe,4,Social Europe,ESO4.7 Lifelong learning and career transitions,ESO4.7,Lifelong learning and career transitions,ESF Secondary Themes,10 Addressing challenges identified in the European Semester,10,Addressing challenges identified in the European Semester,ESF+,More developed,0.5,475501.0,951002.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
PL,Poland,2021PL05SFPR001,Social Development - PL - ESF+,Adopted by EC,1.2,2022-12-13,I,Umiejetnosci,PO4 Social Europe,4,Social Europe,ESO4.7 Lifelong learning and career transitions,ESO4.7,Lifelong learning and career transitions,ESF Secondary Themes,10 Addressing challenges identified in the European Semester,10,Addressing challenges identified in the European Semester,ESF+,Transition,0.6999999992,26276392.0,37537702.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
BE,Belgium,2021BE16RFPR001,Brussels Capital Region - BE - ERDF,Adopted by EC,1.2,2023-03-24,P2,Investissement dans l'environnement au benefice des habitants et du developpement regional,PO2 Greener Europe,2,Greener Europe,RSO2.7 Nature protection and biodiversity,RSO2.7,Nature protection and biodiversity,Gender Equality,03 Gender neutral,03,Gender neutral,ERDF,More developed,0.4,5859136.0,14647840.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
IE,Ireland,2021IE16JTPR001,Just Transition - IE - JTF,Adopted by EC,1.1,2022-12-15,JTF3,Providing former peat communities with smart and sustainable mobility options to enable them to benefit directly from the green transition,PO8 JTF specific objective,8,JTF specific objective,JSO8.1 Just Transition Fund,JSO8.1,Just Transition Fund,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,JTF,JTF,0.5,9137500.0,18275000.0,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
BE,Belgium,2021BE16RFPR001,Brussels Capital Region - BE - ERDF,Adopted by EC,1.2,2023-03-24,P1,"L'innovation, la numerisation et la competitive des entreprises au service du developpement regional",PO1 Smarter Europe,1,Smarter Europe,RSO1.2 Reaping the benefits of digitisation,RSO1.2,Reaping the benefits of digitisation,Gender Equality,03 Gender neutral,03,Gender neutral,ERDF,More developed,0.4,17577408.0,43943520.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
IT,Italy,2021IT16FFPR003,Calabria - ERDF/ESF+,Adopted by EC,1.2,2022-11-04,1,Una Calabria piu competitiva e intelligente,PO1 Smarter Europe,1,Smarter Europe,RSO1.4 Skills for smart specialisation and transition,RSO1.4,Skills for smart specialisation and transition,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,ERDF,Less developed,0.7000000007,11908727.0,17012467.13,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
BE,Belgium,2021BE16RFPR001,Brussels Capital Region - BE - ERDF,Adopted by EC,1.2,2023-03-24,P4,Soutien a la politique d'equipement des dynamiques de developpement urbain,PO5 Europe closer to citizens,5,Europe closer to citizens,RSO5.1 Integrated development in urban areas,RSO5.1,Integrated development in urban areas,Form of Support,01 grant,01,Grant,ERDF,More developed,0.4,10546445.0,26366112.5,,,,,,,,,,,,,,,,,,,,,,,,,
EL,Greece,2021EL16FFPR009,Ipeiros - ERDF/ESF+,Adopted by EC,1.2,2022-09-06,4B,Eniskhuse tes koinonikes sunokhes kai tou anthropinou dunamikou,PO4 Social Europe,4,Social Europe,ESO4.1 Access to employment and activation measures for all,ESO4.1,Access to employment and activation measures for all,ESF Secondary Themes,10 Addressing challenges identified in the European Semester,10,Addressing challenges identified in the European Semester,ESF+,Less developed,0.8499999981,7014200.0,8252000.02,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
EL,Greece,2021EL16FFPR015,Voreio Aigaio - ERDF/ESF+,Adopted by EC,1.2,2022-08-30,2,Prostasia tou periballontos kai ton poron tes Periphereias - Prosarmoge sten Klimatike Allage - Prolepse kai diakheirise kindunon>>,PO2 Greener Europe,2,Greener Europe,RSO2.1 Energy efficiency,RSO2.1,Energy efficiency,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,ERDF,Less developed,0.8499999975,11050000.0,13000000.04,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
BE,Belgium,2021BE16RFPR001,Brussels Capital Region - BE - ERDF,Adopted by EC,1.2,2023-03-24,P1,"L'innovation, la numerisation et la competitive des entreprises au service du developpement regional",PO1 Smarter Europe,1,Smarter Europe,RSO1.2 Reaping the benefits of digitisation,RSO1.2,Reaping the benefits of digitisation,Form of Support,01 grant,01,Grant,ERDF,More developed,0.4,17577408.0,43943520.0,,,,,,,,,,,,,,,,,,,,,,,,,
BE,Belgium,2021BE16RFPR001,Brussels Capital Region - BE - ERDF,Adopted by EC,1.2,2023-03-24,P1,"L'innovation, la numerisation et la competitive des entreprises au service du developpement regional",PO1 Smarter Europe,1,Smarter Europe,RSO1.1 Enhancing research and innovation,RSO1.1,Enhancing research and innovation,Form of Support,01 grant,01,Grant,ERDF,More developed,0.4,15292346.0,38230865.0,,,,,,,,,,,,,,,,,,,,,,,,,
PL,Poland,2021PL16FFPR015,Wielkopolska - PL - ERDF/ESF+/JTF,Adopted by EC,1.2,2022-12-13,6,FUNDUSZE EUROPEJSKIE DLA WIELKOPOLSKI O SILNIEJSZYM WYMIARZE SPOLECZNYM (EFS+),PO4 Social Europe,4,Social Europe,ESO4.4 Adaptation of workers and enterprises to change,ESO4.4,Adaptation of workers and enterprises to change,ESF Secondary Themes,10 Addressing challenges identified in the European Semester,10,Addressing challenges identified in the European Semester,ESF+,Transition,0.6999999994,49852959.0,71218512.92,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
BE,Belgium,2021BE16RFPR001,Brussels Capital Region - BE - ERDF,Adopted by EC,1.2,2023-03-24,P1,"L'innovation, la numerisation et la competitive des entreprises au service du developpement regional",PO1 Smarter Europe,1,Smarter Europe,RSO1.3 Growth and competitiveness of SMEs,RSO1.3,Growth and competitiveness of SMEs,Form of Support,03 Financial instruments: loan,03,Support through financial instruments: loan,ERDF,More developed,0.4,3937339.0,9843347.5,,,,,,,,,,,,,,,,,,,,,,,,,
BE,Belgium,2021BE16RFPR001,Brussels Capital Region - BE - ERDF,Adopted by EC,1.2,2023-03-24,P1,"L'innovation, la numerisation et la competitive des entreprises au service du developpement regional",PO1 Smarter Europe,1,Smarter Europe,RSO1.3 Growth and competitiveness of SMEs,RSO1.3,Growth and competitiveness of SMEs,Form of Support,02 Financial instruments: equity or quasi-equity,02,Support through financial instruments: equity or quasi-equity,ERDF,More developed,0.4,984335.0,2460837.5,,,,,,,,,,,,,,,,,,,,,,,,,
LT,Lithuania,2021LT65BVPR001,Lithuania - BMVI,Adopted by EC (TF Accepted),1.1,2023-07-18,,,PO1 Borders and visa,1,Borders and visa,TA.36(5) Technical assistance - flat rate (Art. 36(5) CPR),TA.36(5),Technical assistance - flat rate (Art. 36(5) CPR),Intervention Field,"TA.36(5).003 Evaluation and studies, data collection",TA.36(5).003,"Evaluation and studies, data collection",BMVI,BMVI,1.0,1500000.0,1500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
ES,Spain,2021ES05SFPR007,Asturias - ESF+,Adopted by EC,1.0,2022-12-20,1,"Empleo, adaptabilidad, emprendimiento y economia social",PO4 Social Europe,4,Social Europe,ESO4.3 Gender balanced labour market participation,ESO4.3,Gender balanced labour market participation,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,ESF+,Transition,0.6,1260000.0,2100000.0,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
BE,Belgium,2021BE16RFPR001,Brussels Capital Region - BE - ERDF,Adopted by EC,1.2,2023-03-24,P1,"L'innovation, la numerisation et la competitive des entreprises au service du developpement regional",PO1 Smarter Europe,1,Smarter Europe,RSO1.3 Growth and competitiveness of SMEs,RSO1.3,Growth and competitiveness of SMEs,Gender Equality,03 Gender neutral,03,Gender neutral,ERDF,More developed,0.4,9140252.0,22850630.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
LT,Lithuania,2021LT65BVPR001,Lithuania - BMVI,Adopted by EC (TF Accepted),1.1,2023-07-18,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.001 Border checks,SO1.001,Border checks,BMVI,BMVI,0.9361711589,4938000.0,5274676.49,,,,,,,,,,,,,,,,,,,,,,,,,
ES,Spain,2021ES05SFPR023,Pais Vasco - ESF+,Adopted by EC,1.0,2022-11-28,2,Inclusion social y lucha contra la pobreza,PO4 Social Europe,4,Social Europe,ESO4.12 Social integration of people at risk,ESO4.12,Social integration of people at risk,ESF Secondary Themes,10 Addressing challenges identified in the European Semester,10,Addressing challenges identified in the European Semester,ESF+,More developed,0.4,2000000.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
LT,Lithuania,2021LT65BVPR001,Lithuania - BMVI,Adopted by EC (TF Accepted),1.1,2023-07-18,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.019 Large-scale IT systems-Eurodac for border management,SO1.019,Large-scale IT systems  - Eurodac for border management purposes,BMVI,BMVI,0.9361711589,600000.0,640908.44,,,,,,,,,,,,,,,,1.0,600000.0,640908.44,,,,,,,
LT,Lithuania,2021LT65BVPR001,Lithuania - BMVI,Adopted by EC (TF Accepted),1.1,2023-07-18,,,PO1 Borders and visa,1,Borders and visa,TA.36(5) Technical assistance - flat rate (Art. 36(5) CPR),TA.36(5),Technical assistance - flat rate (Art. 36(5) CPR),Intervention Field,TA.36(5).001 Information and communication,TA.36(5).001,Information and communication,BMVI,BMVI,1.0,900000.0,900000.0,,,,,,,,,,,,,,,,,,,,,,,,,
LT,Lithuania,2021LT65BVPR001,Lithuania - BMVI,Adopted by EC (TF Accepted),1.1,2023-07-18,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.022 Large-scale IT systems - (ETIAS) - Article 85(2) of Reg.,SO1.022,Large-scale IT systems - European Travel Information and Authorisation System (ETIAS) - Article 85(2) of Regulation (EU) 2018/1240,BMVI,BMVI,0.9361711589,400000.0,427272.3,,,,,,,,,,,,,,,,1.0,400000.0,427272.3,,,,,,,
LT,Lithuania,2021LT65BVPR001,Lithuania - BMVI,Adopted by EC (TF Accepted),1.1,2023-07-18,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.004 Border surveillance - maritime equipment,SO1.004,Border surveillance - maritime equipment,BMVI,BMVI,0.9361711589,3375000.0,3605109.99,,,,,,,,,,,,,,,,,,,,,,,,,
LT,Lithuania,2021LT65BVPR001,Lithuania - BMVI,Adopted by EC (TF Accepted),1.1,2023-07-18,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.025 Large-scale IT systems - Interoperability,SO1.025,Large-scale IT systems - Interoperability,BMVI,BMVI,0.9361711589,720000.0,769090.13,,,,,,,,,,,,,,,,1.0,720000.0,769090.13,,,,,,,
LT,Lithuania,2021LT65BVPR001,Lithuania - BMVI,Adopted by EC (TF Accepted),1.1,2023-07-18,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.005 Border surveillance - automated border surveillance systems,SO1.005,Border surveillance - automated border surveillance systems,BMVI,BMVI,0.9361711589,48098173.0,51377541.96,,,,,,,,,,,,,,,,1.0,48098173.0,51377541.96,,,,,,,
LT,Lithuania,2021LT65BVPR001,Lithuania - BMVI,Adopted by EC (TF Accepted),1.1,2023-07-18,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.010 Processing of data and information,SO1.010,Processing of data and information,BMVI,BMVI,0.9361711589,862500.0,921305.89,,,,,,,,,,,,,,,,1.0,862500.0,921305.89,,,,,,,
BE,Belgium,2021BE16RFPR001,Brussels Capital Region - BE - ERDF,Adopted by EC,1.2,2023-03-24,P2,Investissement dans l'environnement au benefice des habitants et du developpement regional,PO2 Greener Europe,2,Greener Europe,RSO2.1 Energy efficiency,RSO2.1,Energy efficiency,Form of Support,01 grant,01,Grant,ERDF,More developed,0.4,35154817.0,87887042.5,,,,,,,,,,,,,,,,,,,,,,,,,
LT,Lithuania,2021LT65BVPR001,Lithuania - BMVI,Adopted by EC (TF Accepted),1.1,2023-07-18,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.003 Border surveillance - land equipment,SO1.003,Border surveillance - land equipment,BMVI,BMVI,0.9361711589,8757619.45,9354720.41,,,,,,,,,,,,,,,,,,,,,,,,,
LT,Lithuania,2021LT65BVPR001,Lithuania - BMVI,Adopted by EC (TF Accepted),1.1,2023-07-18,,,PO1 Borders and visa,1,Borders and visa,TA.36(5) Technical assistance - flat rate (Art. 36(5) CPR),TA.36(5),Technical assistance - flat rate (Art. 36(5) CPR),Intervention Field,"TA.36(5).002 Preparation, implementation, monitoring and control",TA.36(5).002,"Preparation, implementation, monitoring and control",BMVI,BMVI,1.0,14073340.71,14073340.71,,,,,,,,,,,,,,,,,,,,,,,,,
BE,Belgium,2021BE16RFPR001,Brussels Capital Region - BE - ERDF,Adopted by EC,1.2,2023-03-24,P1,"L'innovation, la numerisation et la competitive des entreprises au service du developpement regional",PO1 Smarter Europe,1,Smarter Europe,RSO1.1 Enhancing research and innovation,RSO1.1,Enhancing research and innovation,Gender Equality,03 Gender neutral,03,Gender neutral,ERDF,More developed,0.4,15292346.0,38230865.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
LT,Lithuania,2021LT65BVPR001,Lithuania - BMVI,Adopted by EC (TF Accepted),1.1,2023-07-18,,,PO1 Borders and visa,1,Borders and visa,2 Common visa policy,2,Common visa policy,Intervention Field,SO2.006 Large-scale IT systems - Visa Information System (VIS),SO2.006,Large-scale IT systems  - Visa Information System (VIS),BMVI,BMVI,0.7500000005,1200000.0,1600000.0,,,,,,,,,,,,,,,,1.0,1200000.0,1600000.0,,,,,,,
LT,Lithuania,2021LT65BVPR001,Lithuania - BMVI,Adopted by EC (TF Accepted),1.1,2023-07-18,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.024 Large-scale IT systems - Schengen Infor. System (SIS),SO1.024,Large-scale IT systems  -  Schengen Information System (SIS),BMVI,BMVI,0.9361711589,2282129.25,2437726.51,,,,,,,,,,,,,,,,1.0,2282129.25,2437726.51,,,,,,,
